Course Code,Course Title,Credit Hrs,Lecturer Name,Room Name,Day,Time
PEAC 100,Physical Activity [Sec A],NC,K. Oheneba Nti,B. Ball Court,Monday,5:00 PM - 6:00 PM
ENGL 112,Language and Writing Skills II [Sec B] (FOS & SOB),2,C. Pokuaa,Baobab RM1,Tuesday,10:00 AM - 12:30 PM
ENGL 112,Language and Writing Skills II [Sec A] (SONM),2,C. Pokuaa,Bulley Room 3,Monday,7:00 AM - 9:30 AM
CMME 115,Introduction to Communication Skills [Sec A],2,Dr. A. Oye,Bulley Room 4,Friday,10:00 AM - 12:30 PM
CMME 115,Introduction to Communication Skills [Sec B](SONM),2,Dr. A. Oye,Baobab RM1,Wednesday,7:00 AM - 9:30 AM
SOCI 115,Principles of Sociology [Sec A],3,Dr. D. Dovie,Bulley Room 4,Wednesday,10:00 AM - 12:30 PM
RELB 163,Life and Teachings of Jesus [Sec A],3,Dr. F. Tenortey,Baobab RM3,Wednesday,2:00 PM - 4:30 PM
RELB 163,Life and Teachings of Jesus [Sec C] (SONM),3,Dr. F. Tenortey,Bulley Room 5,Thursday,10:00 AM - 12:30 PM
RELB 163,Life and Teachings of Jesus [Sec B],3,Dr. F. Tenortey,Bulley Room 1,Tuesday,2:00 PM - 4:30 PM
ENGL 111,Language and Writing Skills I [Sec B],2,Dr. S. Adjei-Mensah,Bulley Room 2,Tuesday,7:00 AM - 9:30 AM
ENGL 111,Language and Writing Skills I [Sec A],2,Dr. S. Adjei-Mensah,Bulley Room 1,Friday,7:00 AM - 9:30 AM
ENGL 111,Language and Writing Skills I [Sec C] (SONM),2,Dr. S. Adjei-Mensah,American High,Thursday,7:00 AM - 9:30 AM
FREN 121,French for General Communication I [Sec A],2,J. Elorm Doufodji,Baobab RM3,Monday,2:00 PM - 4:30 PM
ENGL 111,Language and Writing Skills I [Sec D] (SONM),2,Dr. S. Adjei-Mensah,Baobab RM5,Friday,10:00 AM - 12:30 PM
ENGL 112,Language and Writing Skills II [Sec C] (SOE & FASS),2,C. Pokuaa,Baoaba RM5,Tuesday,7:00 AM - 9:30 AM
CMME 115,Introduction to Communication Skills [Sec C],2,Dr. A. Oye,Bulley Room 1,Monday,10:00 AM - 12:30 PM
HLTH 200,Health Principles [Sec A],3,K. Oheneba Nti,American High,Tuesday,10:00 AM - 12:30 PM
HLTH 200,Health Principles [Sec B],3,K. Oheneba Nti,Baobab RM5,Wednesday,7:00 AM - 9:30 AM
FREN 121,French for General Communication I [Sec B],2,J. Elorm Doufodji,Bulley Room 2,Friday,10:00 AM - 12:30 PM
PSYC 105,Introduction to Psychology [Sec A],3,Akua K. Amponsah,Bulley Room 2,Thursday,10:00 AM - 12:30 PM
GNED 125,Study Skills [Sec B] (SONM),NC,Ama O. Karikari,Bulley Room 5,Friday,10:00 AM - 12:30 PM
GNED 125,Study Skills [Sec A],NC,Ama O. Karikari,American High,Thursday,10:00 AM - 12:30 PM
GNED 230,Career Exploration and Planning [Sec A],NC,Ama O. Karikari,Boabab RM5,Monday,2:00 PM - 4:30 PM
GNED 468,Job Search Strategies and Techniques [Sec B],NC,Ama O. Karikari,Baobab RM5,Thursday,2:00 PM - 4:30 PM
RELG 451,Bible and Family Dynamics [Sec A],3,Dr. S. Amoh,Bulley Room 4,Tuesday,10:00 AM - 12:30 PM
MATH 121,College Algebra [Sec A],3,O. Osei-Tutu,Bulley Room 5,Tuesday,10:00 AM - 12:30 PM
RELG 451,Bible and Family Dynamics [Sec B],3,Dr. J. Andor,Bulley Room 4,Thursday,7:00 AM - 9:30 AM
AFST 205,Introduction to African Music [Sec A],1,E. Boahen,Boabab RM5,Monday,7:00 AM - 9:30 AM
AFST 205,Introduction to African Music [Sec B],1,E. Boahen,Bulley Room 2,Thursday,2:00 PM - 4:30 PM
FREN 122,French for General Communication II [Sec A],2,J. Rhule,Baoaba RM5,Wednesday,10:00 AM - 12:30 PM
RELB 250,Principles of Christian Faith [Sec A],3,Ps. E. Osei,Baoaba RM5,Monday,10:00 AM - 12:30 PM
RELB 250,Principles of Christian Faith [Sec B],3,Ps. P. Obeng Manu,American High,Tuesday,7:00 AM - 9:30 AM
FREN 122,French for General Communication II [Sec B],2,J. Rhule,Boabab RM5,Wednesday,2:00 PM - 4:30 PM
AFST 243,Chieftaincy and Development [Sec B],1,F. Opoku,Baoaba RM5,Thursday,7:00 AM - 9:30 AM
AFST 243,Chieftaincy and Development [Sec A],1,F. Opoku,Bulley Room 1,Thursday,10:00 AM - 12:30 PM
COSC 117,Fundamentals of Computing Skills [Sec B],3,G. Preprah Tanoah,Baobab RM1,Monday,7:00 AM - 9:30 AM
COSC 117,Fundamentals of Computing Skills [Sec A],3,G. Preprah Tanoah,American High,Monday,2:00 PM - 4:30 PM
RELT 385,Introduction to Biblical Foundation of Ethics [Sec A],3,Ps. E. Takyi,Bulley Room 3,Tuesday,7:00 AM - 9:30 AM
RELT 385,Introduction to Biblical Foundation of Ethics [Sec B],3,Ps. I. Kyere,Bulley Room 5,Friday,7:00 AM - 9:30 AM
MATH 112,Calculus I [Sec A],3.0,Dr. G. Biney,CS3,Thursday,2:00 PM - 4:30 PM
MATH 121,College Algebra [Sec A],3.0,O. Osei-Tutu,American High,Wednesday,5:00 PM - 6:00 PM
MATH 101,Algebra [Sec A],3.0,Prof. W. Oblitey,Baobab RM5,Tuesday,5:00 PM - 6:00 PM
MATH 171,Introductory Mathematics for Computer Science,3.0,Prof. W. Oblitey,American High,Thursday,2:00 PM - 4:30 PM
COSC 113,Elements of Programming [Sec A],3.0,R. Amponsah,CS2,Thursday,5:00 PM - 6:00 PM
RNSG 101,Nursing and Midwifery Informatics [Sec A] [Jan. Batch],3.0,R. Amponsah,CS2,Thursday,2:00 PM - 4:30 PM
COSC 130,Digital Electronics [Sec A],3.0,E. Okoe,CS1,Thursday,2:00 PM - 4:30 PM
COSC 124,Procedural Programming [Sec A],3.0,E. Okoe,CS2,Wednesday,5:00 PM - 6:00 PM
COSC 117,Fundamentals of Computing Skills [Sec B],3.0,G. Preprah Tanoah,Baobab RM3,Thursday,2:00 PM - 4:30 PM
COSC 117,Fundamentals of Computing Skills [Sec A],3.0,G. Preprah Tanoah,CS LAB,Tuesday,5:00 PM - 6:00 PM
PHYS 103,Physics [Sec A],3.0,J. Okyere Asirifi,GEN. LAB,Thursday,2:00 PM - 4:30 PM
MATH 172,Discrete & Continuous Mathematics [Sec A],3.0,Prof. L. Asiedu,CS LAB,Thursday,2:00 PM - 4:30 PM
CSCD 119,Introduction to Computer Science [Sec A],3.0,Prof. P. Yaw Owusu Amoako,CS1,Thursday,5:00 PM - 6:00 PM
INFT 115,Information Technology Foundation [Sec A],3.0,R. W. Ambeh-Doh,Baobab RM5,Wednesday,5:00 PM - 6:00 PM
BBIS 213,IT for Business (MOS) [Sec A],3.0,G. Preprah Tanoah,Baobab RM3,Friday,10:00 AM - 12:30 PM
BBIS 260,Web and Social Management Tools [Sec A],3.0,G. Preprah Tanoah,CS1,Wednesday,10:00 AM - 12:30 PM
COSC 224,Object-Oriented Programming [Sec A],3.0,Prof. P. Yaw Owusu Amoako,CS1,Wednesday,2:00 PM - 4:30 PM
COSC 272 / INFT 372,Data Communication & Computer Network II [Sec A] / Network Project Management,3.0,E. Okoe,CS1,Tuesday,2:00 PM - 4:30 PM
STAT 202,Statistical Methods for Health Sciences [Sec A],3.0,O. Osei-Tutu,GEN. LAB,Wednesday,2:00 PM - 4:30 PM
STAT 202,Statistical Methods for Health Sciences [HAC Sec A],3.0,O. Osei-Tutu,CS2,Friday,7:00 AM - 9:30 AM
STAT 202,Statistical Methods for Health Sciences [Sec B],3.0,O. Osei-Tutu,CS2,Tuesday,2:00 PM - 4:30 PM
INFT 281 / COSC 280 / BBIS 110,Management Information Systems [Sec A] / Information Systems [Sec A] / Introduction to Business Information Systems [Sec A],3.0,R. W. Ambeh-Doh,CS2,Wednesday,2:00 PM - 4:30 PM
MATH 214,Multivariable Calculus [Sec A],3.0,Dr. G. Biney,GEN. LAB,Wednesday,10:00 AM - 12:30 PM
BBIS 226,Business Process Modeling and Workflow [Sec A],3.0,Prof. W. Ofoe Larkotey,CS LAB,Tuesday,2:00 PM - 4:30 PM
COSC 240 / INFT 346,Systems Programming {Sec A] / DotNet Programming [Sec A],3.0,S. Ganu,GEN. LAB,Friday,7:00 AM - 9:30 AM
COSC 250 / BBIS 203,Computer Ethics [Sec A] / IT Professional Ethics and Practice [Sec A],3.0,S. Sebuabe,CS LAB,Friday,10:00 AM - 12:30 PM
COSC 480,Compiler Design [Sec A],3.0,Prof. P. Yaw Owusu Amoako,CS2,Tuesday,7:00 AM - 9:30 AM
COCS 364 / INFT 364,Research Methods [Sec A],3.0,Prof. P. Yaw Owusu Amoako,Baobab RM5,Monday,7:00 AM - 9:30 AM
BBIS 338,Enterprise Systems [Sec A],3.0,R. W. Ambeh-Doh,CS3,Monday,7:00 AM - 9:30 AM
INFT 480 / BBIS 304,Data Warehousing [Sec A] / Business Intelligence and Dataware Housing [Sec A],3.0,S. Ganu,Baobab RM3,Tuesday,7:00 AM - 9:30 AM
BBIS 488,Decision Support Systems [Sec A],3.0,S. Ganu,American High,Wednesday,7:00 AM - 9:30 AM
BBIS 432,IS Consultancy Practices Solution Develop [Sec A],3.0,Prof. W. Ofoe Larkotey,American High,Friday,10:00 AM - 12:30 PM
INFT 410,Internet-Enabled Applications Systems Development,3.0,S. Sebuabe,Baobab RM3,Wednesday,7:00 AM - 9:30 AM
INFT 340,Computer Vision: Concepts and Application [Sec A],3.0,S. Sebuabe,CS3,Wednesday,2:00 PM - 4:30 PM
COSC 346 / INFT 346,Software Engineering [Sec A] / Software Development Life Cycle [Sec A],3.0,R. Amponsah,CS1,Monday,10:00 AM - 12:30 PM
COSC 470,/ INFT 470 Computer & Cyber Forensics,3.0,M. Asare,CS1,Monday,7:00 AM - 9:30 AM
INFT 446,Systems and Network Administration [Sec A],3.0,M. Asare,CS3,Friday,7:00 AM - 9:30 AM
INFT 459 / COSC 352,Enterprise Information Security [Sec A] / Computer Security [Sec A],3.0,M. Doe,Baobab RM5,Thursday,10:00 AM - 12:30 PM
INFT 420,Computer-Human Interaction [Sec A],3.0,M. Doe,GEN. LAB,Monday,2:00 PM - 4:30 PM
COSC 370 / INFT 370,Operations Research [Sec A] / Management Science [Sec A],3.0,Dr. A. Adu-Sackey,CS LAB,Wednesday,2:00 PM - 4:30 PM
STAT 384,Probability and Statistics [Sec A],3.0,TBA,Baobab RM3,Thursday,10:00 AM - 12:30 PM
